IP,當前網址,當前深度,已爬取,剩餘佇列,失敗數,成功數,重複URL數,速率,經過時間
104.99.30.76,https://udn.com/news/story/7193/4588990?from=udn-catebreaknews_ch2,2,111,31736,6,105,344,0.05,96.73294448852539
