IP,當前網址,當前深度,已爬取,剩餘佇列,失敗數,成功數,重複URL數,速率,經過時間
104.31.6.163,https://www.ptt.cc/bbs/AnimalForest/M.1592155098.A.8F9.html,0,0,0,0,0,0,0.5,0
