IP,當前網址,當前深度,已爬取,剩餘佇列,失敗數,成功數,重複URL數,速率,經過時間
204.79.197.203,https://www.msn.com/zh-tw/autos/news/ferrari-icona%E8%BB%8A%E7%B3%BB%E9%A6%96%E6%AC%BE%E9%99%90%E9%87%8F%E8%BB%8A%E5%9E%8Bmonza-sp1%E7%99%BB%E5%8F%B0%E4%BA%AE%E7%9B%B8-%E6%8E%A5%E5%96%AE%E5%83%B98500%E8%90%AC/ar-BB15imvJ?li=AAwFb4x,3,3528,374299,236,3292,4034,0.05,2394.2833535671234
