IP,當前網址,當前深度,已爬取,剩餘佇列,失敗數,成功數,重複URL數,速率,經過時間
119.161.16.12,https://mail.yahoo.com/,3,21000,3282243,2648,18352,24232,0.05,17542.538998126984
